App name;Description from Google Store;Play Store URL;Description from GetAPK;GetAPK URL;Description from Apk Pure;Apk Pure URL;Description from App Brain;App Brain URL;Packet name;Is package name found?
Endomondo - Bieganie &amp  Rower;Jedyny potrzebny Ci osobisty trener zmieœci siê w Twojej kieszeni. Jeœli biegasz, jeŸdzisz na rowerze, chodzisz, p³ywasz kajakiem lub æwiczysz coœ innego, my Ciê motywujemy i, co wa¿niejsze, bawimy. Zapisuj trasy, rekordy i publikuj swoje treningi - wszystko z jednej aplikacji. Do³¹cz do 25 milionów u¿ytkowników i uwolnij swoje endorfiny. Funkcje wersji BEZP£ATNEJ: REJESTRUJ SWOJ¥ AKTYWNOŒÆ ? Uprawiaj sporty na œwie¿ym powietrzu i rejestruj czas trwania, prêdkoœæ, dystans, kalorie i wiêcej ? Odbieraj dane od trenera audio w regularnych odstêpach ? Wpisuj rêcznie treningi stacjonarne ? Rejestruj swoje têtno (integracja z pulsometrami BTLE, BT i ANT+) ANALIZUJ SWOJE POSTÊPY ? ProwadŸ pe³ny zapis treningów ? Zobacz ile æwiczysz dziennie ? Analizuj dane ka¿dego treningu, na przyk³ad miêdzyczasy WYZNACZ SOBIE CEL ? Ustaw cel treningu i daj siê poprowadziæ trenerowi audio ? Do³¹cz do rywalizacji z szans¹ na nagrodê B¥D CZÊŒCI¥ SPO£ECZNOŒCI ? Wysy³aj i odbieraj na bie¿¹co wiadomoœci audio od znajomych ? Zagl¹daj do Aktualnoœci i komentuj wyniki znajomych ? Spróbuj pobiæ rekordy ustanowione przez znajomych ? Pochwal siê osi¹gniêciami i treningami na Facebooku i Google+ I DU¯O WIÊCEJ ? Zdjêcia z treningu, #hashtagi, oznaczanie znajomych, automatyczna pauza podczas postoju, konfigurowalny ekran g³ówny, odliczanie i wiele wiêcej Dane s¹ automatycznie wysy³ane bezpoœrednio na Twój profil na www.endomondo.com. Tu mo¿esz analizowaæ wszystkie swoje dane, mieæ wgl¹d w statystyki, oceniaæ postêpy, wchodziæ w interakcjê i rywalizowaæ z ludŸmi z ca³ego œwiata. Wstañ, rusz siê i uwolnij swoje endorfiny! WYBIERZ ENDOMONDO PREMIUM Uzyskaj dostêp do wyj¹tkowych funkcji Endomondo Premium za jedyne 2,50 USD miesiêcznie. ? Osi¹gnij cel z indywidualnym planem treningowym ? Filtruj statystyki np. ogó³ kalorii w miesi¹cu, dystans przebiegniêty przez rok, itp. ? Analizuj strefy têtna ka¿dego treningu (wymagany kompatybilny pulsometr) ? Zobacz dane pogodowe w podsumowaniu treningu ? Ciesz siê aplikacj¹ woln¹ od reklam ? Uzyskaj dostêp do ponad 10 motywuj¹cych funkcji Warunki subskrypcji: Jeœli zdecydujesz siê na Endomondo Premium, op³ata zostanie pobrana z konta Google Play po potwierdzeniu zakupu. Miesiêczna subskrypcja kosztuje 5.99 USD miesiêcznie, a roczna subskrypcja kosztuje 29.99 USD rocznie lub 2.50 USD miesiêcznie. Endomondo nale¿y do Under Armour Connected Fitness - najwiêkszej na œwiecie spo³ecznoœci w kategorii zdrowie i fitness. Pe³en pakiet aplikacji Under Armour, stworzonych by promowaæ zdrowy i aktywny styl ¿ycia zawiera Endomondo, UA Record, MapMyFitness i MyFitnessPal. UWAGA! Prosimy o uprawnienie ACCESS_FINE_LOCATION w celu zapisywania przebiegu Twoich treningów z technologi¹ GPS. Prosimy o dostêp do Twoich osobistych informacji i kontaktów. Jest to potrzebne, aby umo¿liwiæ Ci po³¹czenie ze znajomymi, rywalizowaæ z nimi i obserwowaæ ich bezpoœrednio z telefonu. Odczytamy nazwy i adresy e-mail z Twoich kontaktów TYLKO jeœli sam wybierzesz tê opcjê w ustawieniach aplikacji.;https://play.google.com/store/apps/details?id=com.endomondo.android;Get the most out of your runs, walks, rides, and more with our top rated fitness tracker and personal training app. With Endomondo, you can track all of your workouts using GPS, check your stats, and reach your fitness goals. Download the app now and get motivated to get active! Here’s what you get free of charge: TRACK YOUR FITNESS - Track your running, walking, cycling, and 40+ other sports using GPS - See duration, speed, distance, calories, and more on your workout summary - Get audio feedback on distance and pace for every mile/km - Log your indoor workouts manually - Track your heart rate (works with Bluetooth heart rate monitors) ANALYZE YOUR PERFORMANCE - Keep a full training log - See how much you train each day - Analyze performance such as split times for each workout SYNC WITH APPS AND WEARABLES - Get your calorie and nutrition information from MyFitnessPal right in the app - Connect with Google Fit to add workout data to your dashboard - Use your favorite wearable devices to track, including Garmin, Gear, Pebble, and Android Wear SET GOALS AND TAKE ON CHALLENGES - Set a time, distance or calorie goal, and let our audio coach guide you towards it - Commit to fitness goals and let your friends motivate you - Up the stakes on your workouts and win prizes with challenges GET SOCIAL - Send and receive real-time audio pep talks from friends - Check the news feed to comment on friends’ workouts - Race against a friend’s personal best time - Share results and workouts on your favorite social networks: Facebook, Twitter, and Google+ AND MORE - Add pictures, tag your friends, enable automatic pause function, customize your home screen, use countdown, and much more All your data is automatically sent to your profile on www.endomondo.com. Here, you can analyze your data, dive into your stats, track your progress, as well as interact and compete with a global community of fitness enthusiasts. So, whether you’re into running, cycling, walking, kayaking, mountain biking, or any one of our 40+ sports...get up, get active, and free your endorphins! Want to take your fitness even further? GO PREMIUM With Endomondo Premium, you’ll gain access to exclusive training features from just 2.50 USD a month. Get Premium and: - Reach your running goal with a personal training plan - whether it’s a 5K, 10K, or marathon - View statistics, including calories burned per month, running distance by year, etc. - Analyze heart rate zones for every workout (requires a compatible heart rate monitor) - View weather information on each workout summary - Enjoy an ad-free experience - Get access to 10+ additional motivating features The fine print: Should you choose to upgrade to Endomondo Premium, payment will be charged to your Google Play account upon confirmation of purchase. The monthly subscription costs USD 5.99 while the annual subscription costs USD 29.99 per year or USD 2.50 per month. Your subscription renews automatically unless cancelled at least 24 hours before the end of the current period. Auto-renewal may be turned off in your Account Settings in Google Play after purchase. For our full terms and conditions and our privacy policy, please visit: http://www.endomondo.com/terms and http://www.endomondo.com/privacy Endomondo is powered by Under Armour Connected Fitness – the world’s largest health and fitness community. The complete suite of Under Armour apps, built to empower healthy and active lifestyles, includes Endomondo, UA Record, MapMyFitness and MyFitnessPal. NOTE: We ask for the permission ACCESS_FINE_LOCATION to enable GPS tracking of your workouts. We ask for permission to access your personal information and read contacts. This enables you to connect with your friends, challenge them, and follow them directly on your phone. We will read names and email addresses from your contacts ONLY if you actively choose to do so within the app.;http://getapk.co/apk/com.endomondo.android;;;;;com.endomondo.android;In Play Store
Not found;;;;;;;;;com.samsung.advp.imssettings;Not found
mytaxi - Aplikacja Taxi;Zamów taksówkê jednym klikniêciem, obserwuj na ¿ywo jak Twój kierowca jedzie po Ciebie i zap³aæ za przejazd bezgotówkowo. Jedna aplikacja, ponad 40 miast. Pobierz najwiêksz¹ aplikacjê taxi w Europie. Dostêpna w: Barcelonie, Berlinie, Kolonii, Krakowie, Frankfurcie, Trójmieœcie, Hamburgu, Lizbonie, Madrycie, Monachium, Rzymie, Sztokholmie, Walencji, Wiedniu, Warszawie i wielu innych miastach (pe³na lista tutaj). W Londynie i Dublinie od marca. NAJWA¯NIEJSZE FUNKCJONALNOŒCI: • Taksówki: Zamów taksówkê dos³ownie jednym klikniêciem. • Zap³aæ przez Aplikacjê: Zamów i zap³aæ za przejazd w wygodny sposób przez aplikacjê - dodaj kartê lub konto PayPal. • Zamów z Wyprzedzeniem: Zaplanuj swoj¹ podró¿, zamów mytaxi do 4 dni do przodu. • Obserwuj na ¿ywo: jak twój kierowca jedzie po Ciebie • 5-Gwiazdkowa Taksówka: zamawiaj tylko najlepszych kierowców. • Ulubiony Kierowca: Oceniaj kierowców i dodawaj najlepszych do ulubionych. • Zap³aæ przez mytaxi: nawet jeœli wsiadasz na postoju. • Praca & Dom: Dodaj adres domu i pracy. Oszczêdzaj czas zawsze gdy jedziesz pod jeden z tych adresów. JEDNYM KLIKNIÊCIEM: 1. Pozwól aplikacji znaleŸæ Twoj¹ aktualn¹ pozycjê jako miejsce odbioru. 2. Kliknij “Zamów Taksówkê”. Po znalezieniu kierowcy zobaczysz jego imiê i nazwisko, zdjêcie, numer telefonu, czas dojazdu, markê samochodu, numer rejestracyjny i ocenê. Mo¿esz równie¿ wybraæ przed kursem dodatkowe opcje: ulubiony kierowca, bus dla wiêkszej liczby osób, przewóz ma³ego zwierzêcia. MYTAXI JEST DOSTÊPNA: • Austria: Graz, Wiedeñ • Niemcy: Berlin, Bonn, Bremen, Kolonia, Dortmund, Drezno, Düsseldorf, Essen, Frankfurt, Hamburg, Hanowver, Lipsk, Lubeka, Mainz, Monachium, Norymberga, Osnabrück, Stuttgart i Sylt • Wielka Brytania: London • Irlandia: Dublin • W³ochy: Mediolan, Rzym • Polska: Kraków, Gdañsk, Gdynia, Sopot, Warszawa • Portugalia: Lizbona • Hiszpania: Barcelona, Madryt, Sewilla, Walencja • Szwecja: Sztokholm DLA KIEROWCÓW: Do³¹cz do najwiêkszej floty taxi w Europie! Zarejestruj siê i zacznij zarabiaæ wiêcej! Dowiedz siê wiêcej na: mytaxi.com Opinie i feedback: jeœli potrzebujesz pomocy lub masz sugestie napisz do nas na: pomoc@mytaxi.com. ŒledŸ nas nas Facebooku i Twitterze. * Ochrona danych: Aplikacja mytaxi pyta o dostêp do kontaktów byœ móg³ ³atwiej znajdowaæ adresy Twoich znajomych. mytaxi nigdy NIE ZAPISUJE Twoich kontaktów! Wiêcej informacji znajdziesz w OWK na naszej stronie mytaxi.com.;https://play.google.com/store/apps/details?id=taxi.android.client;;;;;;;taxi.android.client;In Play Store
Not found;;;;;;;;;com.samsung.android.location;Not found
Samsung Keyboard;Various input methods and convenient features help make typing easier and more convenient for you. [Key Features] • Multilanguage support - Samsung Keyboard supports over 80 languages. • Smart typing - Predictive text: Learns how you type and recommends words and phrases as you type. The recommendation feature will perform better based on the data Samsung Keyboard gathers for each user. - Auto spell check: Finds typos and suggests correct alternatives. - Text shortcuts: Creates shortcuts for frequently used words and phrases. You can easily input text by typing shortcuts and selecting text from the recommendation window. - Switching input languages: You can change the input language by swiping the spacebar to the left or right. - It provides optimized keys for different input windows such as address, email, and search. - Samsung Keyboard analyzes how you usually type, so it will correct your typos. • Various input methods - Clipboard: You can select text or images saved to the clipboard, and paste them. - Keyboard swipe controls: You can input text or move the cursor by performing gestures on the keyboard screen. - Voice input and Handwriting recognition are available. - Split keyboard, Floating keyboard, and One-handed input keyboard are available. • Keyboard custom settings - Long-press the Custom key to open the Option and Symbol list, and select one that you want to assign a shortcut for. (e.g., Voice input, Handwriting recognition, Clipboard, Emoji, One-handed input mode, Keyboard settings, or Symbols) - Custom symbols: Save your frequently used symbols and favorite symbols, and use them later. Open the Symbol list by long-pressing the period (.) to easily input symbols. - Keyboard size, Number keys, and Alternative characters: You can adjust the keyboard size freely in all four directions, and also decide whether or not the Number keys and Alternative characters should be included on the keyboard. - High contrast keyboard: Samsung Keyboard provides a high-contrast keyboard to take into account users with low vision or color vision impairment. • Other features - Emoji: Express your personality in a fun way using over 3,000 emojis. - Language update: It adds and learns new words on a regular basis. You can update languages via the Keyboard settings. - Backup and restore: You can back up and restore the Keyboard settings and data using Samsung Cloud. - It provides optimized keyboard layouts when you are using Car mode, Samsung DeX, or a Keyboard cover, and also supports text input via a hardware keyboard. ? The available features may differ depending on the country or the device. [Supported Languages] English (US, UK, AU), Italian, Spanish (US, ES), Galician, Catalan, Basque, Dutch, Polish, Portuguese, Norwegian, Danish, Swedish, Finnish, Icelandic, Estonian, Romanian, Bosnian, Latvian, Lithuanian, Slovak, Turkish, Azerbaijani, Albanian, Vietnamese, Tagalog, Uzbek, Afrikaans, Javanese, Sundanese, Turkmen, Swahili, Yoruba, Igbo, Hausa, Twi, Zulu, Sesotho, Xhosa, Irish, Silesian, Indonesian, Malay, German, Czech, Croatian, Slovenian, Hungarian, Serbian, French (FR, CA), Malagasy, Russian, Bulgarian, Ukrainian, Kazakh, Macedonian, Mongolian, Kyrgyz, Tajik, Belarus, Arabic, Farsi, Urdu, Hindi, Tamil, Kannada, Gujarati, Telugu, Malayalam, Bengali, Assamese, Punjabi, Sinhala, Nepali, Marathi, Oriya (Odia), Maithili, Greek, Hebrew, Georgian, Armenian, Korean, Simplified Chinese | Mainland, Traditional Chinese | HK, Traditional Chinese | TW, Japanese, Thai, Lao, Khmer, Myanmar, Tibetan. Ró¿ne metody wprowadzania i wygodne funkcje pomóc wpisuj¹c ³atwiejsze i bardziej wygodne dla Ciebie. [Kluczowe cechy] • Obs³uga wielu jêzyków - Samsung Klawiatura obs³uguje ponad 80 jêzyków. • Inteligentne wpisywanie - Przewidywanie tekstu: uczy pisania i zaleca s³ów i zwrotów w trakcie pisania. Funkcja rekomendacja bêdzie dzia³aæ lepiej na podstawie danych Samsung Keyboard osiada dla ka¿dego u¿ytkownika. - Automatyczna kontrola pisowni: Znajduje literówek i sugeruje odpowiednie alternatywy. - skróty tekstowe: Tworzy skróty do czêsto u¿ywanych s³ów i zwrotów. Mo¿na ³atwo wprowadzania tekstu, wpisuj¹c skróty i zaznaczania tekstu z okna rekomendacji. - Prze³¹czanie jêzyków wprowadzania: Mo¿na zmieniæ jêzyk wprowadzania przesuwaj¹c spacji w lewo lub w prawo. - Zapewnia przycisków zoptymalizowane dla ró¿nych okien wejœciowych, takich jak adres, e-mail i wyszukiwania. - Samsung Keyboard analizuje jak zwykle typ, wiêc bêdzie to skorygowaæ literówki. • Ró¿ne sposoby wprowadzania - Schowek: Mo¿na zaznaczyæ tekst lub obrazy zapisane do schowka i wkleiæ je. - Kontrola swipe Klawiatura: mo¿esz wprowadziæ tekst lub przesun¹æ kursor wykonuj¹c gesty na ekranie klawiatury. - Wejœcie g³osowe i rozpoznawanie pisma rêcznego s¹ dostêpne. - klawiatura Split, P³ywaj¹ce klawiatury i jedn¹ rêk¹ klawiatury wejœciowe s¹ dostêpne. • Ustawienia niestandardowe Keyboard - D³ugo nacisn¹æ przycisk Niestandardowa, aby otworzyæ listê opcji i symbol i wybierz ten, który chcesz przypisaæ skrót. (Przyk³ad wprowadzania g³osowego rozpoznawania pisma odrêcznego, schowek, emotikonom jednorêczna tryb wprowadzania ustawienia klawiatury albo symbole) - symbole niestandardowe: Zapisywanie czêsto u¿ywanych symboli i ulubione symbole, i wykorzystaæ je póŸniej. Otworzyæ listê symboli przez d³ugi naciœniêcie kropki (.), Aby ³atwo symbole wejœciowe. - wielkoœæ klawiatury, klawisze numeryczne, a znaki alternatywne: Mo¿na dopasowaæ rozmiar klawiatury swobodnie we wszystkich czterech kierunkach, a tak¿e zdecydowaæ, czy klawisze numeryczne i znaki alternatywne powinny byæ zawarte na klawiaturze. - Wysoki kontrast klawiatury: Klawiatura Samsung udostêpnia klawiaturê o wysokim kontraœcie do wziêcia pod uwagê u¿ytkowników z wadami wzroku lub zaburzeniami widzenia barw. • Inne funkcje - Emotikon: WyraŸ swoj¹ osobowoœæ w zabawny sposób przy u¿yciu ponad 3000 emotikony. - zmiana jêzyka: Dodaje i uczy siê nowych s³ów na bie¿¹co. Mo¿na zaktualizowaæ jêzyków poprzez ustawienia klawiatury. - Tworzenie kopii zapasowych i przywracania: Mo¿na wykonaæ kopiê zapasow¹ i przywróciæ ustawienia klawiatury i danych za pomoc¹ Samsung Cloud. - Dostarcza zoptymalizowane uk³ady klawiatury, gdy u¿ywasz trybu samochodów, Samsung Dex lub pokrywê klawiatury, a tak¿e obs³uguje metodê wprowadzania tekstu za pomoc¹ klawiatury sprzêtowej. ? dostêpnych funkcji mo¿e siê ró¿niæ w zale¿noœci od kraju lub na urz¹dzeniu. [Supported Jêzyki] English (US, UK, AU), w³oski, hiszpañski (USA, ES), galicyjski, kataloñski, baskijski, holenderski, polski, portugalski, norweski, duñski, szwedzki, fiñski, islandzki, estoñski, rumuñski, boœniacki, ³otewskim, litewskim, s³owacki, turecki, Azerbejd¿añski, albañski, wietnamski, tagalog, Uzbek, afrikaans, jawajski, sundajski, turkmeñski, suahili, joruba, Igbo, hausa, twi, Zulu, sesotho, Xhosa, irlandzki, œl¹skie, indonezyjski, malajski, niemiecki, czeski, chorwacki, s³oweñski, wêgierski, serbski, francuski (FR, CA), malgaski, rosyjski, bu³garski, ukraiñski, kazachski, macedoñski, Mongolska, Kirgistanu, Tad¿ykistanu, Bia³oruœ, arabski, perski, urdu, hindi, tamilski, kannada, gud¿arati, telugu , malajalam, bengalski, asamski, pend¿abski, syngaleski, nepalski, marathi, orija (Odia) Maithili, grecki, hebrajski, gruziñski, ormiañski, koreañski, chiñski uproszczony | Mainland, chiñski tradycyjny | HK, chiñski tradycyjny | TW, japoñski, tajski, laotañski, Khmer, Birma, tybetañski.;https://play.google.com/store/apps/details?id=com.sec.android.inputmethod;Various input methods and convenient features help make typing easier and more convenient for you. [Key Features] • Multilanguage support - Samsung Keyboard supports over 80 languages. • Smart typing - Predictive text: Learns how you type and recommends words and phrases as you type. The recommendation feature will perform better based on the data Samsung Keyboard gathers for each user. - Auto spell check: Finds typos and suggests correct alternatives. - Text shortcuts: Creates shortcuts for frequently used words and phrases. You can easily input text by typing shortcuts and selecting text from the recommendation window. - Switching input languages: You can change the input language by swiping the spacebar to the left or right. - It provides optimized keys for different input windows such as address, email, and search. - Samsung Keyboard analyzes how you usually type, so it will correct your typos. • Various input methods - Clipboard: You can select text or images saved to the clipboard, and paste them. - Keyboard swipe controls: You can input text or move the cursor by performing gestures on the keyboard screen. - Voice input and Handwriting recognition are available. - Split keyboard, Floating keyboard, and One-handed input keyboard are available. • Keyboard custom settings - Long-press the Custom key to open the Option and Symbol list, and select one that you want to assign a shortcut for. (e.g., Voice input, Handwriting recognition, Clipboard, Emoji, One-handed input mode, Keyboard settings, or Symbols) - Custom symbols: Save your frequently used symbols and favorite symbols, and use them later. Open the Symbol list by long-pressing the period (.) to easily input symbols. - Keyboard size, Number keys, and Alternative characters: You can adjust the keyboard size freely in all four directions, and also decide whether or not the Number keys and Alternative characters should be included on the keyboard. - High contrast keyboard: Samsung Keyboard provides a high-contrast keyboard to take into account users with low vision or color vision impairment. • Other features - Emoji: Express your personality in a fun way using over 3,000 emojis. - Language update: It adds and learns new words on a regular basis. You can update languages via the Keyboard settings. - Backup and restore: You can back up and restore the Keyboard settings and data using Samsung Cloud. - It provides optimized keyboard layouts when you are using Car mode, Samsung DeX, or a Keyboard cover, and also supports text input via a hardware keyboard. ? The available features may differ depending on the country or the device. [Supported Languages] English (US, UK, AU), Italian, Spanish (US, ES), Galician, Catalan, Basque, Dutch, Polish, Portuguese, Norwegian, Danish, Swedish, Finnish, Icelandic, Estonian, Romanian, Bosnian, Latvian, Lithuanian, Slovak, Turkish, Azerbaijani, Albanian, Vietnamese, Tagalog, Uzbek, Afrikaans, Javanese, Sundanese, Turkmen, Swahili, Yoruba, Igbo, Hausa, Twi, Zulu, Sesotho, Xhosa, Irish, Silesian, Indonesian, Malay, German, Czech, Croatian, Slovenian, Hungarian, Serbian, French (FR, CA), Malagasy, Russian, Bulgarian, Ukrainian, Kazakh, Macedonian, Mongolian, Kyrgyz, Tajik, Belarus, Arabic, Farsi, Urdu, Hindi, Tamil, Kannada, Gujarati, Telugu, Malayalam, Bengali, Assamese, Punjabi, Sinhala, Nepali, Marathi, Oriya (Odia), Maithili, Greek, Hebrew, Georgian, Armenian, Korean, Simplified Chinese | Mainland, Traditional Chinese | HK, Traditional Chinese | TW, Japanese, Thai, Lao, Khmer, Myanmar, Tibetan.;http://getapk.co/apk/com.sec.android.inputmethod;;;;;com.sec.android.inputmethod;In Play Store
Not found;;;;;;;;;com.samsung.android.app.advsounddetector;Not found
Not found;;;;;;;;;com.sec.android.app.clockpackage;Not found
Not found;;;;;;;;;com.sec.android.RilServiceModeApp;Not found
Android System WebView;Android WebView to wstêpnie zainstalowany na urz¹dzeniu sk³adnik systemu bazuj¹cy na Chrome. Umo¿liwia on aplikacjom na Androida wyœwietlanie treœci internetowych. Nale¿y go na bie¿¹co aktualizowaæ, by zawiera³ najnowsze zabezpieczenia i poprawki.;https://play.google.com/store/apps/details?id=com.google.android.webview;;;;;;;com.google.android.webview;In Play Store
Not found;;;;;;;;;com.sec.android.app.simsettingmgr;Not found
Microsoft PowerPoint;Oryginalna aplikacja Microsoft PowerPoint dla telefonów i tabletów z systemem Android. Aplikacja Microsoft PowerPoint dla systemu Android jest stworzona do pracy w podró¿y. Aplikacja PowerPoint oferuje znany wygl¹d, sposób dzia³ania i jakoœæ pakietu Office oraz intuicyjn¹ obs³ugê dotykow¹, opracowan¹ z myœl¹ o telefonach i tabletach z systemem Android. Niewa¿ne, czy chcesz utworzyæ eleganck¹ prezentacjê od podstaw, czy tylko przeczytaæ j¹ i wprowadziæ szybkie zmiany, bêd¹c w podró¿y — aplikacja PowerPoint zapewni Ci najwiêksz¹ wydajnoœæ. Pracuj, maj¹c pewnoœæ, ¿e Twoje prezentacje bêd¹ wygl¹da³y doskonale w pakiecie Office i ¿e podczas przenoszenia ich miêdzy urz¹dzeniami nie stracisz ¿adnego formatowania ani wykresów. Prezentacje bêd¹ ³atwo dostêpne w chmurze, kiedy tylko bêdziesz ich potrzebowaæ. Bezp³atna aplikacja PowerPoint zapewnia podstawowe œrodowisko do wyœwietlania, tworzenia i edytowania dokumentów na urz¹dzeniach z ekranami o przek¹tnej 10,1 cala lub mniejszej. Wszystkie funkcje aplikacji PowerPoint mo¿na odblokowaæ przy u¿yciu subskrypcji us³ugi Office 365. Zainstalowanie aplikacji oznacza zgodê na nastêpuj¹ce warunki i postanowienia:http://aka.ms/eula ORYGINALNA APLIKACJA MICROSOFT POWERPOINT Skutecznie prezentuj informacje. Aplikacja Microsoft PowerPoint ³¹czy znany wygl¹d, sposób dzia³ania i jakoœæ pakietu Office z obs³ug¹ dotykow¹, opracowan¹ z myœl¹ o systemie Android. • Pakiet Office zapewnia bezkonkurencyjn¹ zgodnoœæ plików i wiernoœæ uk³adu. Prezentacje wygl¹daj¹ na telefonie i tablecie z systemem Android dok³adnie tak, jak okreœli³ ich autor. Nie brakuje ¿adnych wykresów ani obrazów. • Znane opcje nawigacji i menu na wst¹¿ce pomagaj¹ szybko rozpocz¹æ pracê. • Funkcje znane z programu PowerPoint — obrazy, wykresy, animacje i przejœcia — s¹ teraz dostêpne w aplikacjach obs³ugiwanych dotykiem, zapewniaj¹c najwy¿sz¹ wydajnoœæ pracy na telefonie i tablecie. • Tworzenie prezentacji mo¿esz zacz¹æ od jednego z eleganckich szablonów, aby potem puœciæ wodze fantazji. OPTYMALNA PRACA W KA¯DYM MIEJSCU I CZASIE Pracuj nad prezentacjami w podró¿y, u¿ywaj¹c aplikacji PowerPoint obs³ugiwanej dotykiem. Mo¿esz tworzyæ, przegl¹daæ i edytowaæ prezentacje w podró¿y oraz ³atwo uzyskiwaæ do nich dostêp w chmurze. • Prezentuj informacje dok³adnie tak, jak chcesz — w orientacji poziomej lub pionowej, z bogatym formatowaniem, wykresami, animacjami, przejœciami i notatkami prelegenta. • Aplikacja PowerPoint pozwala na zmianê motywu prezentacji w dowolnym momencie. • Prezentacje mo¿esz otwieraæ jednym klikniêciem. Obs³uga us³ug OneDrive, OneDrive dla Firm, SharePoint, Google Drive, Box i Dropbox zapewnia dostêp do plików, kiedy tylko ich potrzebujesz. WSPÓ£PRACA Prezentacjê mo¿esz udostêpniaæ innym osobom. • Aplikacja PowerPoint po³¹czona z chmur¹ umo¿liwia ³atwe udostêpnianie prezentacji. • Aby udostêpniæ dokumenty innym osobom, wystarczy wys³aæ hiperlink lub za³¹cznik poczt¹ e-mail. Wymagania: • Wersja systemu operacyjnego: KitKat (4.4.X) lub nowsza (system Android M nie jest jeszcze obs³ugiwany) • 1 GB pamiêci RAM lub wiêcej Zaloguj siê przy u¿yciu bezp³atnego konta Microsoft, aby tworzyæ lub edytowaæ dokumenty na urz¹dzeniach o rozmiarze ekranu 10,1 cala lub mniejszym. Do odblokowania wszystkich funkcji pakietu Office jest wymagana uprawniaj¹ca subskrypcja us³ugi Office 365. Us³uga Office 365 jest tak¿e wymagana do tworzenia lub edytowania na tabletach o rozmiarze ekranu przekraczaj¹cym 10,1 cala. Lista uprawniaj¹cych planów znajduje siê na stronie office.com/information. Jeœli nie masz subskrypcji, mo¿esz kupiæ us³ugê Office 365 dla U¿ytkowników Domowych lub Office 365 Personal w aplikacji. Dziêki subskrypcji us³ugi Office 365 uzyskujesz pe³ne œrodowisko programów Word, Excel i PowerPoint na tablecie i telefonie z systemem Android oraz na tablecie iPad i telefonie iPhone, a tak¿e mo¿esz zainstalowaæ pe³ne wersje programów Word, Excel, PowerPoint, Outlook i OneNote na komputerach PC lub Mac.;https://play.google.com/store/apps/details?id=com.microsoft.office.powerpoint;The PowerPoint app gives you access to the familiar tool you know and use across devices. Quickly access PowerPoint to create, edit, view, present, or share quickly and easily from anywhere. Need to access your most recently used PowerPoint Presentation files quickly while on the go? No problem, PowerPoint provides a quick view of the files you have been working on for easy access on any device. Worried about multiple file versions when you work on PowerPoint mobile? Syncing is seamless across devices. Work with anyone and present to anyone, anywhere with confidence. With PowerPoint, your Office moves with you. PowerPoint lets you make a lasting impression with a powerful and customizable presentations that let you stand out amongst your peers. Now you can create and present with confidence, from anywhere. Making a delightful and impactful presentation had never been so easy, PowerPoint gives you the ability to edit your presentation and customize it on the go, collaborating with others in real-time. Present with confidence Never miss a beat with PowerPoint on the go. You can make new presentations or continue working on previously created presentations. PowerPoint syncs your presentations to OneDrive, you can start a presentation using a desktop copy of PowerPoint and then edit and present using PowerPoint Online. With presentation view on any device make your point heard and present it with confidence, all without firing up your laptop.? Make a lasting impression A beautifully crafted presentation is always a winner. With the powerful and highly customizable experience in PowerPoint, creating presentations that will make an impression and help you stand out is easier than ever. Now you can do it on any device and easily build a presentation Working with others made easy PowerPoint makes it easy for you to collaborate your presentations with others. With 1-click sharing quickly invite others to edit, view, or provide feedback on your presentation slides. Easily manage access permissions and see who’s working in your presentation. Stay on top of changes and feedback from other with integrated comments within the presentation slides. It lets you compare the changes to see how your presentation evolved over time. REQUIREMENTS • OS version: KitKat (4.4.X) or above • 1 GB RAM or above To create or edit documents, sign in with a free Microsoft account on devices with a screen size of 10.1 inches or smaller. Unlock the full Microsoft Office experience with a qualifying Office 365 subscription (see http://aka.ms/Office365subscriptions) for your phone, tablet, PC and Mac. Office 365 subscriptions purchased from the app will be charged to your Play Store account and will automatically renew within 24 hours prior to the end of the current subscription period, unless auto-renewal is disabled beforehand. You can manage your subscriptions in your Play Store account settings. A subscription cannot be cancelled during the active subscription period. Please refer to Microsoft’s EULA for Terms of Service for Office on Android. By installing the app, you agree to these terms and conditions: http://aka.ms/eula;http://getapk.co/apk/com.microsoft.office.powerpoint;;;;;com.microsoft.office.powerpoint;In Play Store
Not found;;;;;;;;;com.samsung.android.app.mirrorlink;Not found
Not found;;;;;;;;;com.android.server.telecom;Not found
Not found;;;;;;;;;com.google.android.syncadapters.contacts;Not found
Not found;;;;;;;;;com.samsung.crane;Not found
Not found;;;;;;;;;com.sec.imslogger;Not found
Not found;;;;;;;;;com.samsung.android.clipboarduiservice;Not found
Not found;;;;;;;;;com.android.keychain;Not found
